Paper ID (LastNameFirstAuthor_Year_FirstWordTitle),Source,Behavior,Group,Physical Environment,Condition,Social Environment,Discussion/ what is relevant from this paper to our model? (ideally quantitave factors),Details (more qualitative description),Unnamed: 9,Unnamed: 10,Unnamed: 11
Tsoutsoubi_2021_Mortality,https://wrlc-gm.primo.exlibrisgroup.com/view/action/uresolver.do?operation=resolveService&package_service_id=22467320520004105&institutionId=4105&customerId=4100&VE=true,Circulatory mortality increases as temperature decreases and time of exposure increases; mortality increases were higher in males than in females,Individuals,Varied,Extreme cold,Varied,Studies have shown a relationship between ambient temperature and mortality rate in hot and cold environments. This effect of ambient temperature on mortality seems to be more pronounced in older people. The aim of this study is to examine the effects of thermal stress on cardiovascular mortality and the associated relative risk per degree Celsius in Greek individuals !70years old. Mortality data 1999–2012 were matched with the midday temperature. The present study found a higher circulatory mortality when ambient tempera- ture is below or above the temperature range 6 to 39C.,"The temperature thresholds revealing the lowest percentage of circulatory mortality (relative to all-cause mortality) was observed at 24  C for men and 23  C for women (Figure 1). Relative risks comparing the prevalence of circulatory deaths at these temperature thresholds against those at all other degrees Celsius are illustrated in Figure 2. Circulatory mortality in both sexes was lower in the temperature range 6 to 39C, and increased in cold (5 to 3  C) and hot (40–42  C) tem-",,,
Palinkas_2008_Psychological,https://wrlc-gm.primo.exlibrisgroup.com/view/action/uresolver.do?operation=resolveService&package_service_id=22467320470004105&institutionId=4105&customerId=4100&VE=true,"Disturbed sleep, impaired cognitive ability, negative affect, and interpersonal tension and conflict",Polar Expeditions,Research Station,Extreme cold,Close Quarters; Isolated,"Polar expeditions include treks and stays at summer camps or year-round research stations. People on such expeditions generally undergo psychological changes resulting from exposure to long periods of isolation and confinement, and the extreme physical environment. Symptoms include disturbed sleep, impaired cognitive ability, negative affect, and interpersonal tension and conflict. Seasonal occurrence of these symptoms suggests the existence of three overlapping syndromes: the winter-over syndrome, the polar T3 syndrome, and subsyndromal seasonal affective disorder. ","Improvement in select-out procedures can reduce the frequency and operational effects of psychiatric disorders and other pathogenic changes, although improvmenet of select-in procedures can improve quality of life, enhance task performance, and increase the likelihood of beneficial or salutogenic changes. ",,,
Oliver_1979_Psychological,http://mutex.gmu.edu/login?url=https://search.proquest.com/docview/302983797,"Individuals generally become more inner directed, existential, synergistic, accepting of aggression, capable of intimate contact, sociall introverted, and less paranoid, schizophrenic, and dependent as the winter progresses",Antarctic Expeditions <25 people,Research Station,Extreme cold,Close Quarters; Isolated,"Previous psychological studies at Antarctic stations emphasized the smaller groups at the South Pole Station, the need to develop psychological screening proce­ dures to screen out the unfit, and the problems resulting from extreme isolation. Little attention has been given to the larger stations which have developed into more complex communities, and even less is known about the immediate causal factors associated with symptoms of anxiety and depression. Future colonization will demand a thorough understanding of the problems attendant to the development of remote communities from very small male establishments to more complex groups.","More positive changes were found with the large group (eighty persons) at McMurdo than with the smaller South Pole groups. The presence of women may have an ameliorating effect on some potential negative changes. Group changes related to the introduction of women into isolated Antarctic communities are essentially unexplored. Re-entry into the ""real world"" was a common problem for many winter-over members. A similar ""culture shock"" will probably be experienced by persons returning from other types of remote duty (e.g., small space and oceanic communities). Consistent behavioral patterns, adjustment problems, and solutions may characterize these individuals. An understanding of re-entry problems and patterns may be useful in stimulating the adjustment process and in reveal­ ing causes that can be linked to the isolation experience.",,,
Suedfeld_2000_Antarctica,https://wrlc-gm.primo.exlibrisgroup.com/view/action/uresolver.do?operation=resolveService&package_service_id=22467320200004105&institutionId=4105&customerId=4100&VE=true,"Good psychological performance was associated with low extraversion, low assertiveness, and low dissonance between actual and ideal self; seeking social support and problem solving generally as coping mechanisms generally decreased over time",Antarctic Expeditions,Research Station,Extreme cold,Close Quarters; Isolated,"Living in Antarctica imposes some unusual restrictions as well as opportunities, and it requires psychological adaptation to extreme environmental circumstances. The thrust of previous scientific and popular literature has been to focus on the negative effects of the situation and ignore the positive ones; however, ongoing studies are bringing about a more balanced view. Having an accurate under- standing is important not only intrinsically and for appropriate application in the Antarctic itself but also in analogous extreme and unusual environments. These include extended space flight and space habitation, such as the projected voyage to Mars.

","The results are comparable with the scores usually obtained in Antarctic stations where the subjects are of Western culture. They also show that the subjects are very resistant to the stress. The sample presents a relatively stable psychological profile; some variations, however, do appear. They are linked to a change at the end of the winter that may reflect the anticipation of reentry into one’s normal milieu and way of life.",,,
Morris_2017_Task,https://wrlc-gm.primo.exlibrisgroup.com/view/action/uresolver.do?operation=resolveService&package_service_id=22467320180004105&institutionId=4105&customerId=4100&VE=true,Cognitive-related mistakes; cold injuries,Antarctic cruise leaders,"Kayaking, snorkeling, zodiac outings",Extreme cold,Cruise expedition leader with customers,"Eight experienced expedition leaders across three Antarctic cruise voyages were monitored during occupational tasks: kayaking, snorkelling and zodiac outings. Subjective cold perception and discomfort were recorded using a thermal comfort assessment and skin temperature was recorded using a portable data logger. Indoor cabin temperature and outdoor temperature with wind velocity were used as measures of environmental stress. Physical activity level and clothing insulation were estimated using previous literature.
Tour leaders experienced a 6°C (2°C wind chill) environment for an average of 6 hours each day. Leaders involved in kayaking reported feeling colder and more uncomfortable than other leaders, but zodiac leaders showed greater skin temperature cooling. Occupational experience did not predict body cooling or cold stress perception.
These findings indicate that occupational cold stress varies by activity and measurement methodology. The current study effectively used objective and subjective measures of cold-stress to identify factors which can contribute to risk in the Antarctic tourism industry. Results suggest that the type of activity may moderate risk of hypothermia, but not discomfort, potentially putting individuals at risk for cognitive related mistakes and cold injuries.","Currently, protective equipment and safety proce- dures are in place to minimise risk, but literature is missing objective and subjective measures of cold exposure to better understand the degree to which cold-stress risk persists. Results suggest that active leaders and tourists may not be at risk for hypother- mia, but do experience uncomfortable cold stress which may put them at risk for inattention-related mistakes and injuries. In addition, findings show that less active leaders may not perceive how much their body is actually cooling, putting them at risk for injury in the event of excessive wind chill.",,,
Bradbury_2002_Utter,https://wrlc-gm.primo.exlibrisgroup.com/view/action/uresolver.do?operation=resolveService&package_service_id=22467320080004105&institutionId=4105&customerId=4100&VE=true,Shift body clocks using bright light exposure; depression; irritability; insomnia; cognitive problems,20 trained researchers,Antarctic Research Station,Extreme cold,Close Quarter Environment,"In a study done at McMurdo, Palinkas found that mood and cognition declines could be reversed with low doses of thyroxine. So if over-wintering in Antarctica can cause mild psychiatric symptoms, how should staff be selected? Most countries use standard psychological tests, but these tests have not been validated. ","The biggest problem facing people over-wintering in the Antarctic is the utter isolation. There really is nowhere to turn if you need to be evacuated. No amount of home comforts will be able to remove that strong feeling of isolation. Luckily, however, for most people, Antarctica is a positive life-changing experience. ",,,
Liakos_2020_NELIOTA,https://www.aanda.org/articles/aa/full_html/2020/01/aa36709-19/aa36709-19.html,Meteorites/lunar impact data,ESA,Moon,Meteorites,,"There have been 79 lunar impact flashes observed and 30 suspected with the 1.2 m Kryoneri telescope in Greece. The masses of the meteoroids range between 0.7 g and 8 kg, and their respective sizes between 1 and 20 cm, depending on their assumed density, impact velocity, and luminous efficiency. The NELIOTA project has so far the highest detection rate and the faintest limiting magnitude for lunar impacts compared to other ongoing programs. Based on the impact frequency distribution on the Moon, we estimate that sporadic meteoroids with typical masses less than 100 g and sizes less than 5 cm enter the mesosphere of the Earth with a rate of ∼108 meteoroids h−1 and also impact Moon with a rate of ∼8 meteoroids h−1. Paper also contains data of locations, size, and temperature of lunar impact flashes and a website with associated database (https://neliota.astro.noa.gr/)","For men, risk ratios between 6 and 39  C",,,
NASA_2020_Meteoroid,https://www.nasa.gov/meteoroid-environment-office/lunar-impact-monitoring/lunar-impacts/,Meteorites/lunar impact data,NASA MEO,Moon,Meteorites,,"Candidate lunar impact observation database  from NASA Meteroid Environment Office (MEO) of 443 events going back to 2005. Data contains date, time, lunar location, region, lunar phase, and lunar illumination fraction.",,,,
Mehta_2019_Investigating,https://doi.org/10.1080/24725838.2019.1593896,Fatigue in offshore drilling workers, Interviews were conducted with 11 workers on an offshore drillship in the Gulf of Mexico,Offshore oil platform,Oil Rig Type,Close Quarters,"Background: Offshore drilling in the oil and gas industry
presents a fast-paced, hazardous work environment that can evoke states of fatigue or
tiredness. Purpose: To gain insight into the day-to-day experience and mitigation of
fatigue among workers in this industry. Methods: Interviews were conducted with eleven
offshore personnel working on an offshore rig in the Gulf of Mexico. Qualitative data
analysis of interview transcripts provided an initial code set for categorizing the data.
Results: The coding process, enhanced using visualizations, revealed some themes that
highlighted dimensions of fatigue, such as physical and cognitive aspects, in addition to
the more commonly recognized source of fatigue, namely shiftwork. These themes also
emphasized potential fatigue mitigation strategies that were either organizationally or
individually driven. Such strategies include needs for improved coordination around shift
work schedules and sleeping arrangements, and a widespread perceived obligation to work
past fatigue, despite being encouraged to report symptoms. ",peratures.,,,
Noroozi_2014_Effects,https://journals-sagepub-com.mutex.gmu.edu/doi/full/10.1177/0018720813512328,Effects of cold operating conditions on various features of human performance using the Human Error Assessment and Reduction Technique (HEART) methodology,Offshore oil and gas workers,Offshore oil and gas platforms,Extreme Cold,Close Quarters,Cold and harsh conditions may have significant effects on producing human errors due to its effect on the cognitive performances of humans,remained,,,
Vakoch_2013_psychological,https://www.nasa.gov/wp-content/uploads/2015/04/607107main_PsychologySpaceExploration-ebook.pdf?emrc=e622bc,"Astronaunt psychological health, considers multiple topics",Space group / team based ,space / settlements / ships,isolation,Close Quarters,A full book that explores numerous obstacles for astronaunts,"""Astronauts live and work in highly unusual and challenging environments where 
they must withstand multiple stressors. Their abilities to maintain positive psychological outlooks and good interpersonal relations are crucial for personal well-being and 
mission success. From the inception of the space program, psychologists, psychiatrists, 
human factors experts, and other professionals have warned that the psychological 
stressors of space should be treated as a risk factor and that the risk would increase as 
missions involved larger, more diversified crews undertaking increasingly long flights. 
Thus, they called for research leading to the development and application of effective 
countermeasures. Although psychology played a significant role at the inception of the 
space program, for many years thereafter certain areas of psychology all but disappeared ""
from NASA. Interest in psychosocial adaptation was rekindled in the mid-1990s when 
astronauts joined cosmonauts on the Russian space station Mir. NASA’s recognition 
of the field of behavioral health and its links to performance opened the door to many 
kinds of research that were formerly overlooked.",,,
Barratt_2019_psychological ,https://drive.google.com/file/d/1oHQrWTO5WxF28LbHx3JnzrPUyrqbZ0dV/view,Astornaunt flight psychology,Space group / team based ,space / ship,isolation,Close Quarters,"A full book that explores numerous obstacles for astronauts in terms of health, with particular regard to flight psychology","""The space environment does strange things, both to the workings of the human body and to the 
behavior of ordinary medical equipment. Space medicine describes the “normal person in an 
abnormal environment” and is an outgrowth of aviation medicine.""",,,
Landon_2024_GroupLiving,Frontiers | When people start getting real: The Group Living Skills Survey for extreme work environments (frontiersin.org),Group living skills in extreme environments,Team based ,The Scientific International Research In a Unique terrestrial Station (SIRIUS) analog missions occur in the NEK chamber (Nezemnyy Eksperimental’nyy Kompleks) in Moscow,isolation,Close Quarters,An analog mission that studied astronauts working together in close quarters. ,"""Group living skills (GLS), that is, being tidy and considerate of others, are an important skillset for teams who live and work together. However, this construct does not have a validated measure to enable an understanding of how group living skills influence team dynamics over time. We developed and validated a short measure of group living skills for teams living in extreme work environments.""",,,
Burles_2023_psychological,https://www.mdpi.com/2076-3425/13/11/1592,"""Neurocognitive Adaptations for Spatial Orientation and Navigation in Astronauts""",Indvidual and team based,ISS,Isolation and difficulty regarding orbit / low gravity,Close Quarters,Neurocognitive implications that arise from being on the ISS,"""Astronauts often face orientation challenges while on orbit, which can lead to operator errors in demanding spatial tasks. In this study, we investigated the impact of long-duration spaceflight on the neural processes supporting astronauts’ spatial orientation skills. Using functional magnetic resonance imaging (fMRI), we collected data from 16 astronauts six months before and two weeks after their International Space Station (ISS) missions while performing a spatial orientation task that requires generating a mental representation of one’s surroundings. During this task, astronauts exhibited a general reduction in neural activity evoked from spatial-processing brain regions after spaceflight. The neural activity evoked in the precuneus was most saliently reduced following spaceflight, along with less powerful effects observed in the angular gyrus and retrosplenial regions of the brain. Importantly, the reduction in precuneus activity we identified was not accounted for by changes in behavioral performance or changes in grey matter concentration. These findings overall show less engagement of explicitly spatial neurological processes at postflight, suggesting astronauts make use of complementary strategies to perform some spatial tasks as an adaptation to spaceflight. These preliminary findings highlight the need for developing countermeasures or procedures that minimize the detrimental effects of spaceflight on spatial cognition, especially in light of planned long-distance future missions""",,,
Pawlak_2023_Lost,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0278250,Lost time: Perception of events timeline affected by the COVID pandemic,Individual,COVID 19,Isolaion affectiing perception and sense of time and place. Paper also compares to works done with people in prisons. Ability to perform tasks is affected.,Isolation and close quarters,"Neurocognitive implications that arise from being on the ISS particulary losing sense of place and time, and the ability to perform tasks accurately.","""The need to remember when a past event occurred, is often an everyday necessity. However, placing events in a timeline is seldom accurate and although to some extent modulated by event saliency, on average we are less accurate in remembering a timeline for events happening in the distant past compared to more recent events. 277 participants took part in an online study during May 2022 in which they were asked to state the year in which a number of events took place. The events’ occurrences ranged from 2017 to 2021, with participants choosing one date from the 2016–2022 range. In addition, they completed 4 questionnaires aimed at quantifying their State Boredom; Depression, Anxiety & stress; resilience; and level of activity during the lockdown periods of the COVID pandemic. As expected, the findings showed more errors for distant events than those in 2020, but surprisingly we found a large error for estimating the timing of events that occurred in 2021 matching in the extent to those 3 to 4 years earlier. The findings show that participants were less able to recall the timeline of very recent events coinciding with COVID lockdowns. This increased error in perception of event timeline correlated positively with reported levels of depression & anxiety as well as physical and mental demands during the pandemic, but negatively correlated with measures of resilience. Although measures of boredom showed significant correlations with reported depression & anxiety and physical/mental load, they did not correlate with errors in the perception of the event timeline for 2021. The findings are consistent with poor perception of event timeline reported previously in prison inmates. It is likely that an accurate perception of an event timeline relies on a collection of life events such as birthdays, holidays, travels, etc., anchoring our experiences in the time domain, which was largely absent during COVID restrictions.""",,,
Bzdok_2022_Social,https://www.nature.com/articles/s41562-022-01453-0,Social isolation and the brain in the pandemic era,Individual and team based,COVID 19- Pandemics,Isolation and how the brain is re-wired on lack of interactions.,Isolation and relationship building,Changes in the brain that result from social isolation. How bonds between people are formed over time- implactions on team and self.,"Intense sociality has been a catalyst for human culture and civilization, and our social relationships at a personal level play a pivotal role in our health and well-being. These relationships are, however, sensitive to the time we invest in them. To understand how and why this should be, we first outline the evolutionary background in primate sociality from which our human social world has emerged. We then review defining features of that human sociality, putting forward a framework within which one can understand the consequences of mass social isolation during the COVID-19 pandemic, including mental health deterioration, stress, sleep disturbance and substance misuse. We outline recent research on the neural basis of prolonged social isolation, highlighting especially higher-order neural circuits such as the default mode network. Our survey of studies covers the negative effects of prolonged social deprivation and the multifaceted drivers of day-to-day pandemic experiences.",,,
Dunbar_2010_Bondedness,https://brill.com/view/journals/beh/147/7/article-p775_1.xml,Bondedness and sociality,Team based ,Group behavior,Qualitative analysis of bonds between people and groups.,Relationship building,"How to measure quality of bonds, and how these translate to groups/teams. ","Approaches to sociality have, in the past, focused either on group typologies or on the
functional aspects of relationships (mate choice, parental investment decisions). In contrast,
the nature of the social relationships that scale from the individual-level behavioural decisions
to the emergent properties represented by group typology has received almost no attention at
all. We argue that that there is now a need to refocus attention on the bonding processes that
give rise to social groups. However, we lack any kind of language with which to describe
or classify these operationally, in part perhaps because social bonding is emotional (and,
hence, ‘felt’). One task for the future is, therefore, to identify suitable indices that can be
used to compare the degree of bondedness between individual animals both between species
and, within species, between individual dyads in such a way as to be able to test functional
questions.",,,
Zhang_2021_WhoWill,https://www-sciencedirect-com.mutex.gmu.edu/science/article/pii/S0191886920301525,Resilience and stress,Individual (and team),Antartica,Isolation and extreme environment,Coping with Stress after ICE,Resilience as an important individual factor for coping from stress,"Resilience is positively associated with individual’s well-being and negatively with distress and is very much related to individual’s performance. In this study, resilience was found to be a mediating factor between stress and subjective well-being. Resilience helped the individuals to cope with stress and bounce-back more effectively to normal life. Consequently, screening for resilience is an important step in crew selection process. Could you this as an individual trait in the model",,,
Tu_2022_Dynamic,https://www.proquest.com/docview/2682581200?accountid=14541&parentSessionId=jtp9QD4Da0JU4EbW4R7wCavRmAdYjiECUwVHoik9MsU%3D&pq-origsite=primo&sourcetype=Scholarly%20Journals,Attention and neurobehavioral performance,Individual (but group setting),ISS,Isolation and extreme environment,"Space station, with other astronauts",How the physiological and envirnomental factors affect cognitive performance of the astranauts,"The study developed an Ensemble Prediction Model to predict vigilant attention and cognitive performance of the astronauts (in ISS) using various physiological, and environmental data. The top predictors of vigilant attention (hence cognitive performance) were: the most recent attention scores (LRM-50 score), composite stress/fatigue score, caffeine intake, total sleep missed during the most recent sleep opportunity, and environmental measurements such as, temperature, noise, and radiation dose. These parameters can be useful for our model. ",,,
Musson_2004_psychological,ResearchGate,Personality Characteristics and Trait Clusters in Final Stage Astronaut Selection,259 astronaunts,Personality Tests,Personality tests,Personality tests,"This paper deals with two psychological measures (PCI with the ""Five Factor"") that NASA used to study a group of 259 astronaunts. ","""This paper presents personality testing data from final stage applicants to the NASA astronaut program. Questions addressed include whether personality predicted final selection into the astronaut corps, whether women and men demonstrated typical gender differences in personality, and whether three characteristic clusters found in other high performance populations replicated in this group. Between 1989 and 1995, 259 final stage astronauts completed the Personal Characteristic Inventory (PCI) which assesses personality characteristics related to the broad traits of Instrumentality and Expressivity. In addition, 147 of these individuals also completed an abbreviated version of the NEO Five Factor Inventory (NEO-FFI) which assesses the ""Big Five"" traits of Neuroticism, Extraversion, Openness, Agreeableness, And Conscientiousness. Three previously identified trait clusters (Right, Wrong, and No Stuff) were found to replicate in this population. No differences were found on the PCI or on the modified NEO-FFI between applicants who were chosen to become astronauts (n = 63) and those who were not (n = 196). Men scored higher than women on competitiveness, but lower on expressivity and achievement strivings. These analyses suggest that the ""Right Stuff,"" ""Wrong Stuff"" and ""No Stuff"" clusters originally described in airline pilots and other high performance groups also exist within this population. Consistent with findings from other high performance populations, men and women tend to differ to a lesser extent than found in the general population, particularly on traits related to achievement motivation. Personality trait testing did not predict which applicants were most likely to be accepted into the astronaut corps.""",,,
Fitzgibbons_2004_Pilot,https://ntrs.nasa.gov/api/citations/20040191539/downloads/20040191539.pdf,Personality traits of pilots,93 pilots,normal environment,,,pilots have different profile of personality traits than the general population,"The study explored whether pilots are different from the general population and is there anything called ‘pilot personality’ that sets them apart from others. 93 pilots were administered NEO-PI-R personality inventory. Along with the Big-Five personality traits, the specific facets that comprises each trait were explored. It was found that pilots performed differently on the questionnaire than the general population. They scored very low on neuroticism and scored high on the ‘assertiveness’ facet of Extraversion. In relation to Agreeableness trait, they scored on high on the facet of ‘Trust’ and low on ‘Tendermindedness’. They scored high on most of the facets related to Conscientiousness, namely, Competence, dutifulness, achievement-striving and deliberation.",,,
Du_2021_Mapping,https://journals-sagepub-com.mutex.gmu.edu/doi/full/10.1177/1073191120913952,Personality traits and interpersonal interactions,General population (from Amazon's MTurk),normal environment,,Online-individuals fill out personality questionnaires,How are individual traits related to interpersonal interactions,"The study aimed at exploring how the big five personality traits (and associated facets) are related to interpersonal interactions.  To this end, the big-five personality traits were mapped on to another scale that is widely used to measure interpersonal interactions. Interpersonal profile for each personality trait was derived. It was found that all the five personality traits have implications for social interactions. Although, each trait can be described with an overall profile, there were finer nuances associated with specific facets within the trait.",,,
Hart_2006_psychological,TYPE TITLE HERE (nasa.gov),"Task load index, subjective scores",various,various,,questionnaires taken ,"""NASA-TLX is a multi-dimensional scale designed to obtain workload estimates from one or more operators while they are performing a task or immediately afterwards. The years of research that preceded subscale selection and the weighted averaging approach resulted in a tool that has proven to be reasonably easy to use and reliably sensitive to experimentally important manipulations over the past 20 years. Its use has spread far beyond its original application (aviation), focus (crew complement), and language (English). This survey of 550 studies in which NASA-TLX was used or reviewed was undertaken to provide a resource for a new generation of users. The goal was to summarize the environments in which it has been applied, the types of activities the raters performed, other variables that were measured that did (or did not) covary, methodological issues, and lessons learned""",,,,
Hart_1988_psychological,https://humansystems.arc.nasa.gov/groups/TLX/downloads/Hart_Staveland_ORIGINAL_1.pdf,"Task load index, subjective ",various,varous,,questionnaires taken ,"""The results of a multi-year research program to identify the factors associated with variations in subjective workload within and between different types of tasks are reviewed. Subjective evaluations of 10 workload-related factors were obtained from 16 different experiments. The experimental tasks included simple cognitive and manual control tasks, complex laboratory and supervisory control tasks, and aircraft simulation. Task-, behavior-, and subject-related correlates of subjective workload experiences varied as a function of difficulty manipulations within experiments, different sources of workload between experiments, and individual differences in workload definition. A multi-dimensional rating scale is proposed in which information about the magnitude and sources of six workload-related factors are combined to derive a sensitive and reliable estimate of workload.""",,,,
Lugg_1994_Antartica,https://link.springer.com/chapter/10.1007/978-3-642-78711-9_15#citeas,Antartica as comprable to space,Evironment,Antartica,Isolation and extreme environment,Isolation,"Antarctica is unique in that humans only began living there at the beginning of the twentieth century, and are still transient visitors with no “permanent civilization” present in the accepted sense. Those in the early Antarctic groups saw parallels between Antarctica and space. Such is reflected in an entry in Edward Wilson’s diary for the 22 May, 1902 (Wilson 1966):

“It was a wonderful night … Sounds carried an immense distance. The stillness was almost uncanny. One could imagine oneself in another dead planet. I could easily imagine we were standing not on the Earth but on the Moon’s surface. Everything was so still and dead and cold and unearthly.”",,,,
Fiske_2004_Four,https://ebookcentral-proquest-com.mutex.gmu.edu/lib/GMU/reader.action?docID=330575&ppg=285&pq-origsite=primo,Interpersonal behavior and cognition,general populatoin - groups,normal environment,,interpersonal situations,It discusses the four models of interpersonal interactions that can be useful to encode encode in our astronauts/agents,"Human behaviro is explained using Relational Models Theory, which proposes four differnent ways that group interactions are based on. Communal Sharing (CS): people contribure what they can and take what they need. no rules on how much the contributions are how much one can take. Authority Ranking(AR): an authority figure decides who does what and how much each one can take in return. Equality Matching(EM): each member contributes and benefits equally. Market Price(MP): the ineraction/transaction is based on market value, cost-benefit analysis and supply/demand kind of concepts. It works on more abstract principles compared to other three models.",,,
Curik_2023_Psychological,https://historyofyesterday.com/the-soviet-cosmonaut-left-stranded-in-space-for-over-300-days/,"isolation, Stranded in space for over 300 days",alone,space station,isolation,,Website tells the story of a soviet cosmonaunt left stranded in space for over 300 days,,,,
Pagnini_2023_Psychological,Human behavior and performance in deep space exploration: next challenges and research gaps | npj Microgravity (nature.com),human behavior on deep space missions,group,deep space,challenges,group,,,,,
Landon_2024_psychological_1,https://drive.google.com/file/d/1vpTsQaRqLGFd0-cp4h0UXs7kUiZt-4nO/view?usp=drive_link,Psychology and Human Performance in Space Programs,differs,differs,differs,differs,Part 1 of a large book on various psychological aspects to being an Astronaunt,,,,
Landon_2024_psychological_2,https://drive.google.com/file/d/1nowmAzLqVQGp_m8T_sLmnByEkDfikj_5/view?usp=drive_link,Psychology and Human Performance in Space Programs,differs,difers,differs,differs,Part 2 of a large book on various psychological aspects to being an Astronaunt,,,,
Mittelstädt_2016_Psychological,https://pubmed.ncbi.nlm.nih.gov/27779952/,"Psychometric Personality Differences Between 
Candidates in Astronaut Selection",Individual ,testing,tests,group,"""This paper investigates personality traits as potential factors for success in an astronaut selection by comparing 
personality profiles of unsuccessful and successful astronaut candidates in different phases of the ESA selection 
procedure. It is further addressed whether personality traits could predict an overall assessment rating at the end of the selection""",,,,
Goemaere _2018_Psychological,https://www.sciencedirect.com/science/article/abs/pii/S0094576518305265?via%3Dihub,"Do astronauts benefit from autonomy? Investigating perceived autonomy-supportive communication by Mission Support, crew motivation and collaboration during HI-SEAS 1",indvidual and group focus,Space stations,Space,group,"Do astronauts benefit from autonomy? Investigating perceived autonomy-supportive communication by Mission Support, crew motivation and collaboration during HI-SEAS 1",,,,
Ushakov_2014_Psychological,https://link.springer.com/article/10.1134/S1019331614020063,Mars 500 analog settlement test,group,analog Mars,mission stressors,group,"The Mars 500 international experiment has provided, within a relatively short time period, a large amount of unique research data on the complex effects of interplanetary spaceflight factors (such as isolation, communication delay, international crew, and landing on another planet as a culminating event of the mission) on the behavior and activities of an isolated small group. The resulting patterns necessitate changes in the recruitment, training, and medical and psychological support of the future crew of a manned interplanetary mission.",,,,
Jones_2022_Psychological,https://pubmed.ncbi.nlm.nih.gov/35023565/,Seep Deficiency,individual ,spaceflight,sleep deficiency,group,"Astronauts are required to maintain optimal neurobehavioral functioning despite chronic exposure to the stressors and challenges of spaceflight. Sleep of adequate quality and duration is fundamental to neurobehavioral functioning, however astronauts commonly experience short sleep durations in spaceflight (<6 h). As humans embark on long-duration space exploration missions, there is an outstanding need to identify the consequences of sleep deficiency in spaceflight on neurobehavioral functions. Therefore, we conducted a longitudinal study that examined the sleep-wake behaviors, neurobehavioral functions, and ratings of stress and workload of N = 24 astronauts before, during, and after 6-month missions aboard the International Space Station (ISS). The computerized, Reaction SelfTest (RST), gathered astronaut report of sleep-wake behaviors, stress, workload, and somatic behavioral states; the RST also objectively assessed vigilant attention (i.e. Psychomotor Vigilance Test-Brief). Data collection began 180 days before launch, continued every 4 days in-flight aboard the ISS, and up to 90 days post-landing, which produced N = 2,856 RSTs. Consistent with previous ISS studies, astronauts reported sleeping ~6.5 h in-flight. The adverse consequences of short sleep were observed across neurobehavioral functions, where sleep durations <6 h were associated with significant reductions in psychomotor response speed, elevated stress, and higher workload. Sleep durations <5 h were associated with elevated negative somatic behavioral states. Furthermore, longer sleep durations had beneficial effects on astronaut neurobehavioral functions. Taken together, our findings highlight the importance of sleep for the maintenance of neurobehavioral functioning and as with humans on Earth, astronauts would likely benefit from interventions that promote sleep duration and quality.",,,,
Vinokhodova_2023_Crew,https://www.proquest.com/docview/2856748618?accountid=14541&parentSessionId=Q35m%2BNo9Gg3ehPUO0fo4W%2Bn1O2E7D9MuM24B77Ya7Lg%3D&pq,crew interaction in space,cosmonauts/astronauts on ISS,space - ISS,"isolated, small groups in space",small groups - rotating periodically,Interpersonal perceptions that can influence crew dynamics,"The study explored psycho-semantic distance (psychological similarities) between astronauts and its possible effect on group dynamics. It also explored how common cultural background and/or shared experiences can affect one’s identity and closeness with the group. It was found that increasing distance between one's ideal self and one's real-self and increasing distance between one's real self and the crew's perception of the individual can negatively affect crew dynamics and crew interation with MCC. Also, trainining together gives the crew members a sense of closeness to those individuals, which can be a stronger bond than shared nationality or cultural background.",,,
Wooldridge_2003_BDI,"https://wrlc-gm.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_ebookcentralchapters_5966405_6_38&context=PC&vid=01WRLC_GML:01WRLC_GML&lang=en&search_scope=MyInst_and_CI&adaptor=Primo%20Central&tab=Everything&query=any,contains,reasoning%20about%20rational%20agents%20the%20belief%20desire%20intention%20model&offset=20",conceptualizing behavior of a rational agent,agent-based system,virtual programable environments,,,BDI Framework for designing agent architecture,The paper conceptualizes a framework called Behavior-Desire-Intention (BDI) that allows one to design rational agents in a complex system,,,
Wagner_2006_ModelingFSM,https://www-taylorfrancis-com.mutex.gmu.edu/books/mono/10.1201/9781420013641/modeling-software-finite-state-machines-ferdinand-wagner-thomas-wagner-ruedi-schmuki-peter-wolstenholme,Modeling Framework,machine model,virtual programable environments,,,Finite State Machine is a modeling framework for simple systems,"FSM framework can be used for simple components of our model. Also, it can be useful for building more complex frameworks by linking it to other models such as GoAP.",,,
Marinescu_2015_ResearchFSM,https://www-sciencedirect-com.mutex.gmu.edu/topics/computer-science/finite-state-machine,Modeling Framework,machine model,virtual programable environments,,,Finite State Machine is a modeling framework for simple systems,"It is about the same FSM model that Wagner 2006 paper talks about, but somewhat different discussion. Paper useful to understand and implement FSM model",,,
Orkins_2003_GoAP,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0c35d00a015c93bac68475e8e1283b02701ff46b,Modeling Framework,machine model,virtual programable environments,,,Goal-Oriented Action Planning is a medium complexity modeling framework and possibly useful for our model,"Goal-Oriented Action Planning is a medium complexity modeling framework, which can build on FSM (or be stand alone). This can be used for simpler aspects of the project - can be used as a framework for things like rovers. Or, can be explored to see if some aspects of intelligent agents can be built on these principles.",,,
